"","ODATEDW","OSOURCE","TCODE","STATE","ZIP","MAILCODE","PVASTATE","DOB","NOEXCH","RECINHSE","RECP3","RECPGVG","RECSWEEP","MDMAUD","DOMAIN","CLUSTER","AGE","AGEFLAG","HOMEOWNR","CHILD03","CHILD07","CHILD12","CHILD18","NUMCHLD","INCOME","GENDER","WEALTH1","HIT","MBCRAFT","MBGARDEN","MBBOOKS","MBCOLECT","MAGFAML","MAGFEM","MAGMALE","PUBGARDN","PUBCULIN","PUBHLTH","PUBDOITY","PUBNEWFN","PUBPHOTO","PUBOPP","DATASRCE","MALEMILI","MALEVET","VIETVETS","WWIIVETS","LOCALGOV","STATEGOV","FEDGOV","SOLP3","SOLIH","MAJOR","WEALTH2","GEOCODE","COLLECT1","VETERANS","BIBLE","CATLG","HOMEE","PETS","CDPLAY","STEREO","PCOWNERS","PHOTO","CRAFTS","FISHER","GARDENIN","BOATS","WALKER","KIDSTUFF","CARDS","PLATES","LIFESRC","PEPSTRFL","POP901","POP902","POP903","POP90C1","POP90C2","POP90C3","POP90C4","POP90C5","ETH1","ETH2","ETH3","ETH4","ETH5","ETH6","ETH7","ETH8","ETH9","ETH10","ETH11","ETH12","ETH13","ETH14","ETH15","ETH16","AGE901","AGE902","AGE903","AGE904","AGE905","AGE906","AGE907","CHIL1","CHIL2","CHIL3","AGEC1","AGEC2","AGEC3","AGEC4","AGEC5","AGEC6","AGEC7","CHILC1","CHILC2","CHILC3","CHILC4","CHILC5","HHAGE1","HHAGE2","HHAGE3","HHN1","HHN2","HHN3","HHN4","HHN5","HHN6","MARR1","MARR2","MARR3","MARR4","HHP1","HHP2","DW1","DW2","DW3","DW4","DW5","DW6","DW7","DW8","DW9","HV1","HV2","HV3","HV4","HU1","HU2","HU3","HU4","HU5","HHD1","HHD2","HHD3","HHD4","HHD5","HHD6","HHD7","HHD8","HHD9","HHD10","HHD11","HHD12","ETHC1","ETHC2","ETHC3","ETHC4","ETHC5","ETHC6","HVP1","HVP2","HVP3","HVP4","HVP5","HVP6","HUR1","HUR2","RHP1","RHP2","RHP3","RHP4","HUPA1","HUPA2","HUPA3","HUPA4","HUPA5","HUPA6","HUPA7","RP1","RP2","RP3","RP4","MSA","ADI","DMA","IC1","IC2","IC3","IC4","IC5","IC6","IC7","IC8","IC9","IC10","IC11","IC12","IC13","IC14","IC15","IC16","IC17","IC18","IC19","IC20","IC21","IC22","IC23","HHAS1","HHAS2","HHAS3","HHAS4","MC1","MC2","MC3","TPE1","TPE2","TPE3","TPE4","TPE5","TPE6","TPE7","TPE8","TPE9","PEC1","PEC2","TPE10","TPE11","TPE12","TPE13","LFC1","LFC2","LFC3","LFC4","LFC5","LFC6","LFC7","LFC8","LFC9","LFC10","OCC1","OCC2","OCC3","OCC4","OCC5","OCC6","OCC7","OCC8","OCC9","OCC10","OCC11","OCC12","OCC13","EIC1","EIC2","EIC3","EIC4","EIC5","EIC6","EIC7","EIC8","EIC9","EIC10","EIC11","EIC12","EIC13","EIC14","EIC15","EIC16","OEDC1","OEDC2","OEDC3","OEDC4","OEDC5","OEDC6","OEDC7","EC1","EC2","EC3","EC4","EC5","EC6","EC7","EC8","SEC1","SEC2","SEC3","SEC4","SEC5","AFC1","AFC2","AFC3","AFC4","AFC5","AFC6","VC1","VC2","VC3","VC4","ANC1","ANC2","ANC3","ANC4","ANC5","ANC6","ANC7","ANC8","ANC9","ANC10","ANC11","ANC12","ANC13","ANC14","ANC15","POBC1","POBC2","LSC1","LSC2","LSC3","LSC4","VOC1","VOC2","VOC3","HC1","HC2","HC3","HC4","HC5","HC6","HC7","HC8","HC9","HC10","HC11","HC12","HC13","HC14","HC15","HC16","HC17","HC18","HC19","HC20","HC21","MHUC1","MHUC2","AC1","AC2","ADATE_2","ADATE_3","ADATE_4","ADATE_5","ADATE_6","ADATE_7","ADATE_8","ADATE_9","ADATE_10","ADATE_11","ADATE_12","ADATE_13","ADATE_14","ADATE_15","ADATE_16","ADATE_17","ADATE_18","ADATE_19","ADATE_20","ADATE_21","ADATE_22","ADATE_23","ADATE_24","RFA_2","RFA_3","RFA_4","RFA_5","RFA_6","RFA_7","RFA_8","RFA_9","RFA_10","RFA_11","RFA_12","RFA_13","RFA_14","RFA_15","RFA_16","RFA_17","RFA_18","RFA_19","RFA_20","RFA_21","RFA_22","RFA_23","RFA_24","CARDPROM","MAXADATE","NUMPROM","CARDPM12","NUMPRM12","RDATE_3","RDATE_4","RDATE_5","RDATE_6","RDATE_7","RDATE_8","RDATE_9","RDATE_10","RDATE_11","RDATE_12","RDATE_13","RDATE_14","RDATE_15","RDATE_16","RDATE_17","RDATE_18","RDATE_19","RDATE_20","RDATE_21","RDATE_22","RDATE_23","RDATE_24","RAMNT_3","RAMNT_4","RAMNT_5","RAMNT_6","RAMNT_7","RAMNT_8","RAMNT_9","RAMNT_10","RAMNT_11","RAMNT_12","RAMNT_13","RAMNT_14","RAMNT_15","RAMNT_16","RAMNT_17","RAMNT_18","RAMNT_19","RAMNT_20","RAMNT_21","RAMNT_22","RAMNT_23","RAMNT_24","RAMNTALL","NGIFTALL","CARDGIFT","MINRAMNT","MINRDATE","MAXRAMNT","MAXRDATE","LASTGIFT","LASTDATE","FISTDATE","NEXTDATE","TIMELAG","AVGGIFT","CONTROLN","TARGET_B","HPHONE_D","RFA_2R","RFA_2F","RFA_2A","MDMAUD_R","MDMAUD_F","MDMAUD_A","CLUSTER2","GEOCODE2"
"2407",8901,"LEO",2,"IL","60409"," "," ",1308,"0"," ","X"," "," ","XXXX","C3",30,84," ","H"," "," "," "," ",NA,2,"F",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38,11,55,6,0,0,NA,NA," ",2,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",NA,"X",36435,9937,14457,99,0,0,48,52,76,21,0,1,7,0,0,0,0,0,0,0,5,0,0,1,33,41,45,36,45,49,24,40,40,20,12,25,18,13,12,13,7,17,16,33,20,14,29,11,26,28,31,42,23,9,3,51,12,9,28,173,251,56,54,10,41,31,22,0,0,0,646,661,4,4,64,36,93,7,1,33,69,49,22,84,16,11,2,9,16,23,4,13,43,19,6,14,1,0,0,4,28,82,0,4,31,48,50,14,5,27,13,3,4,13,17,0,17,47,76,91,1600,51,602,296,348,330,374,13138,24,18,17,21,15,3,1,0,0,16,15,19,25,19,4,1,0,0,32,7,38,11,43,57,5,71,14,10,3,7,0,0,4,1,11,5,24,32,14,61,63,73,55,65,51,60,37,63,98,13,8,9,4,11,22,0,2,11,0,13,7,6,4,0,0,6,19,6,3,6,19,9,4,2,1,8,5,6,4,7,2,4,3,78,6,0,120,10,18,37,21,6,7,2,5,19,2,16,7,0,0,0,16,35,1,24,15,37,12,1,1,0,4,0,1,3,3,0,17,0,0,0,1,0,5,62,86,5,0,9,88,43,10,7,28,0,2,6,31,52,48,2,0,92,1,5,1,0,1,99,0,99,99,97,10,3,6,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,NA,9506,NA,9503,9502,9412,9411,9411,9410,9409,9407,9406,"L2F","S2F","S2F","S2F","F1C","A1E","A1E","A1E","A1E","A1E","A1E"," ","A1E"," ","A1E","A1E","A1E","A1E","A1E","A1E","A1E","A1E","A1E",26,9702,71,8,20,NA,NA,NA,NA,9601,NA,9512,9511,NA,NA,NA,NA,NA,NA,NA,NA,9412,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,190,22,8,3,9601,15,9511,3,9601,8912,9007,7,8.6363636364,2812,"0",1,"L",2,"F","X","X","X",30,"A"
"253",9201,"NAS",1002,"FL","32828"," "," ",5601,"0"," "," "," "," ","XXXX","T2",39,42,"E","H"," "," "," ","F",2,4,"M",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,26,40,8,7,3,3,NA,NA," ",NA,12," ","Y","Y"," "," ","Y"," "," ","Y"," ","Y"," ","Y"," "," "," "," "," ",2," ",5617,1287,1631,38,0,62,60,40,83,12,0,1,9,0,0,0,0,0,0,0,0,5,1,2,28,32,35,30,36,39,22,48,36,16,19,39,22,10,6,4,1,19,20,30,16,15,11,2,8,13,34,54,28,8,2,54,13,3,31,214,280,67,66,0,10,9,2,19,19,0,894,932,5,5,80,20,90,10,12,45,79,67,36,70,30,8,3,6,14,11,9,18,59,6,1,11,0,0,3,29,79,96,0,2,47,52,54,16,5,9,0,23,8,7,0,4,47,74,85,92,5960,329,534,344,365,378,405,13077,19,13,19,22,20,5,1,0,0,14,12,22,23,22,6,2,0,1,14,3,28,11,79,21,27,82,14,1,1,0,0,1,1,1,2,12,30,31,6,79,58,51,69,47,64,71,60,93,93,1,11,11,4,12,21,0,3,11,2,11,4,4,6,4,0,9,11,6,4,6,20,9,7,3,3,4,5,5,6,7,3,3,4,80,3,0,120,7,17,31,23,7,13,3,3,20,2,14,7,0,0,0,16,26,1,40,14,8,26,0,6,1,9,0,0,7,3,0,1,0,0,1,0,0,5,33,86,9,2,3,99,75,19,3,5,17,66,76,88,94,6,1,2,0,12,84,2,0,0,66,34,57,99,97,9,2,5,3,9706,9606,9604,NA,9603,9602,9601,9511,9510,9510,9509,NA,9506,NA,9503,9502,9501,9411,9411,9410,9409,NA,NA,"L1F","A1F","A1F"," ","A1F","A2F","A2F","A2F","A2F","A2F","A2F"," ","A1D"," ","A2D","A1D","A1D","A1D","A1D","A1D","A1D"," "," ",15,9702,46,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9507,NA,NA,NA,NA,NA,NA,9411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,41,5,3,5,9302,15,9507,15,9507,9204,9302,10,8.2,35772,"0",1,"L",1,"F","X","X","X",38,"B"
"698",9601,"CMT",2,"TN","37763"," "," ",0,"0"," "," "," "," ","XXXX","T2",36,NA," ","U"," "," "," "," ",NA,5,"F",6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,39,37,39,8,5,12,NA,NA," ",NA,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",NA," ",10962,3375,4396,0,42,58,49,51,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,45,48,39,47,50,22,33,41,26,11,17,21,16,15,14,7,13,14,31,24,19,29,10,27,22,38,40,21,6,2,67,10,7,17,174,247,77,75,1,10,9,6,1,1,0,546,626,2,2,81,19,92,8,23,33,77,66,27,88,12,7,1,5,10,17,2,17,58,22,1,1,0,1,3,11,25,57,0,3,50,55,56,14,4,6,3,13,8,3,5,3,2,5,18,63,0,215,557,294,334,335,377,13826,25,16,20,19,15,3,1,1,1,16,15,22,22,18,4,1,1,1,32,6,41,11,37,63,8,79,16,0,0,0,0,0,2,3,1,49,24,27,4,76,61,69,52,64,48,62,51,73,86,8,11,11,6,7,17,1,3,10,2,15,9,4,3,3,1,8,21,4,7,2,15,4,4,2,0,6,9,8,6,9,5,12,7,62,5,1,120,13,14,35,20,5,9,5,1,22,1,17,5,0,0,0,19,39,1,36,18,39,6,0,10,0,6,0,0,9,0,0,1,0,0,1,0,0,1,69,98,2,0,1,94,70,28,9,21,2,12,19,46,61,39,0,0,1,10,67,4,0,18,65,32,37,98,96,9,2,7,8,9706,9606,9604,NA,9603,9602,9512,NA,NA,9509,9508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L1F","N1F","N1F"," ","F1F","F1F","F1F"," "," ","P1F","P1F"," "," "," "," "," "," "," "," "," "," "," "," ",5,9702,13,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,1,20,9509,20,9509,20,9509,9509,NA,NA,20,52190,"0",1,"L",1,"F","X","X","X",39,"D"
"924",9301,"IMA",1,"TN","38464"," "," ",0,"0"," "," "," "," ","XXXX","R3",51,NA," ","U"," "," "," "," ",1,4,"M",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,12,20,57,7,2,2,NA,NA," ",2,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",NA,"X",862,247,308,0,0,99,50,50,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,40,43,33,44,46,29,38,38,24,12,25,21,16,12,9,5,17,14,33,22,14,22,9,20,19,30,51,31,12,3,69,7,7,16,205,279,80,80,1,1,0,0,0,0,0,408,458,1,1,85,15,94,6,15,44,80,72,40,92,8,4,1,3,9,14,1,24,62,14,0,0,0,0,0,4,11,32,0,1,50,53,56,15,5,1,0,17,12,0,0,2,0,0,0,11,0,181,659,209,224,245,277,9074,34,26,18,15,9,0,0,0,0,25,26,21,18,11,0,0,0,0,27,9,34,22,37,63,0,67,28,0,0,0,0,0,2,4,0,12,22,26,5,87,64,77,54,74,49,59,44,47,0,13,4,9,4,5,12,0,0,9,7,13,32,2,4,7,0,4,46,2,2,0,10,2,5,3,0,5,3,6,6,7,2,2,13,73,3,0,104,45,11,27,13,2,1,1,0,23,3,19,1,0,0,0,5,12,0,20,23,57,0,2,6,1,6,0,0,17,3,0,0,0,0,0,0,0,0,90,99,0,0,0,86,65,9,9,21,0,18,31,56,71,29,0,0,2,19,15,0,0,63,25,57,4,94,93,3,1,2,12,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,NA,9503,9502,9501,9411,NA,NA,9409,NA,9406,"L1F","A1F","A1F","A1F","A1F","L3F","L3F","A1F","A1F","A1F","A1F","A1F","A1F"," ","S2F","S3F","S3F","S2D"," "," ","S2D"," ","A2D",16,9702,38,6,13,NA,NA,NA,NA,NA,NA,9512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9409,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,55,5,3,5,9301,17,9512,17,9512,9301,9311,10,11,54177,"0",1,"L",1,"F","X","X","X",60,"D"
"1974",8701,"WKB",0,"IA","50659"," "," ",1301,"0"," "," "," "," ","XXXX","R2",45,85,"E","U"," "," ","M"," ",NA,1,"M",3,9,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,35,29,32,0,2,2,NA,NA," ",NA,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",1,"X",832,214,394,0,98,2,47,53,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,48,53,41,51,54,23,44,36,20,10,21,15,11,9,13,21,20,15,32,17,16,43,26,42,42,31,27,13,7,2,51,8,16,25,126,208,68,68,6,22,16,7,1,0,1,353,386,2,2,64,36,92,8,6,25,54,43,18,74,26,7,2,6,16,34,4,19,50,31,0,0,0,0,0,1,3,24,0,1,50,55,55,11,3,16,6,10,12,11,7,6,0,0,4,47,0,173,637,188,289,231,311,10777,40,18,22,11,9,0,0,0,0,12,25,29,19,15,0,0,0,0,41,10,58,10,39,61,6,70,14,0,0,0,0,0,12,3,1,19,9,16,3,32,61,70,52,62,50,82,71,50,99,3,11,14,0,7,9,2,2,21,1,13,11,8,1,1,0,5,25,1,0,5,17,6,5,8,1,13,9,5,0,0,2,2,8,73,16,0,120,16,10,40,15,7,9,4,3,16,1,17,2,1,1,0,17,35,0,29,9,32,12,0,1,0,38,0,0,3,0,4,0,0,1,0,0,0,0,92,98,1,0,1,82,43,7,8,46,2,5,10,24,31,69,0,0,87,2,9,1,0,1,94,6,97,99,92,5,2,3,4,9706,9606,9604,9604,9603,9602,9601,9511,NA,9510,9508,NA,9506,NA,9503,9502,9501,9411,9411,9410,9409,NA,NA,"L4D","S4D","S4D","S4D","S3C","S3D","S3D","S2D"," ","S2D","U1D"," ","A1D"," ","A1D","L1C","L1C","A1C","A1C","A1C","A1C"," "," ",27,9702,62,6,13,NA,NA,NA,NA,NA,NA,NA,NA,9511,9512,NA,NA,NA,9505,NA,NA,9412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,NA,54,15,12,2,9511,8,8912,5,9512,8703,8802,11,3.6,75581,"0",1,"L",4,"D","X","X","X",59,"D"
"1894",9501,"AGS",1,"CA","92359","B"," ",4601,"0"," "," "," "," ","XXXX","S1",12,52,"E","H"," "," "," "," ",NA,1,"M",7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,28,42,18,10,3,3,NA,NA," ",NA,NA," "," "," "," "," ","Y"," "," "," "," ","Y","Y","Y"," "," "," "," "," ",2," ",1389,369,486,99,0,0,50,50,81,6,1,7,17,0,1,1,2,1,0,0,15,0,0,2,28,34,37,27,37,40,33,46,38,15,14,35,28,13,5,3,2,20,18,33,17,12,7,1,5,17,29,54,33,11,3,63,10,3,24,219,285,72,72,0,27,27,26,0,0,0,1632,1721,5,5,69,31,95,5,0,51,76,62,40,86,14,11,3,9,14,12,7,23,54,4,2,3,0,6,77,99,99,99,4,4,61,61,57,16,5,22,5,0,5,1,25,0,59,93,95,95,6780,13,803,497,530,544,582,20085,4,12,8,27,34,7,4,2,2,1,9,4,31,39,7,4,2,2,1,3,24,3,94,6,15,87,8,1,1,0,0,0,2,3,1,27,21,29,12,63,82,91,74,89,73,76,49,99,99,0,15,23,2,14,20,1,1,7,1,9,0,6,2,2,0,11,9,2,4,4,12,16,3,5,0,13,9,3,7,10,3,3,7,66,11,0,140,4,6,18,28,14,17,13,9,25,5,16,13,2,2,1,14,28,0,42,12,18,17,4,5,1,8,0,1,2,1,0,0,0,0,2,1,0,13,60,81,13,3,2,99,84,22,1,4,32,93,94,96,96,4,0,0,79,0,21,0,0,0,99,0,93,99,99,13,3,2,3,9706,9606,9604,NA,9603,9602,9601,9511,9510,9509,9509,NA,9506,NA,9503,NA,NA,9409,NA,NA,NA,NA,NA,"L1F","A1F","A1F"," ","A1F","N2F","N2F","N2F","N2F","N2F","N2F"," ","F1D"," ","F1D"," "," ","P1D"," "," "," "," "," ",7,9702,23,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9507,NA,NA,NA,NA,9410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,28,2,1,8,9410,20,9507,20,9507,9410,9507,9,14,155056,"0",0,"L",1,"F","X","X","X",5,"A"
"2066",9001,"IMP",1,"CA","92103-"," "," ",0,"0"," "," "," "," ","XXXX","U4",10,NA," "," "," "," "," "," ",NA,NA,"M",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA," ",NA,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",NA," ",1036,205,536,99,0,0,54,46,91,4,1,2,10,0,0,0,0,0,0,0,8,0,0,1,43,45,49,46,49,51,6,46,33,21,10,25,14,11,13,12,15,24,12,20,24,20,37,19,35,44,43,13,4,1,1,35,20,10,36,113,175,22,15,3,76,73,68,9,9,0,2455,2879,5,6,40,60,90,10,46,7,38,29,4,47,53,2,1,1,35,34,17,4,56,31,0,4,0,66,91,98,98,98,36,12,15,40,41,11,4,18,58,0,9,8,43,0,54,85,95,98,7320,15,825,297,290,426,451,23761,15,16,24,20,11,4,6,3,2,24,14,16,5,20,5,16,0,0,39,8,52,12,66,34,25,61,4,8,8,0,0,4,15,9,0,0,13,16,0,45,47,51,44,49,40,28,29,0,99,25,24,18,2,10,18,0,0,4,0,14,3,8,0,0,0,6,16,6,3,0,18,7,12,0,2,12,3,14,3,8,2,0,6,75,9,0,134,6,14,21,29,5,15,10,7,11,0,6,12,1,1,0,27,44,7,23,13,23,38,0,5,1,6,0,0,7,4,1,9,0,3,0,2,0,21,33,86,5,2,7,93,27,7,4,25,0,0,12,64,80,20,21,6,54,0,44,0,0,0,99,0,99,99,98,14,2,5,2,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,9504,9503,9502,9412,9411,9411,9410,9409,9407,9406,"L3G","A3G","A3G","A3G","A3G","A3G","A3G","A3G","A4G","A4G","A4G","A3G","A2F","A2F","A2F","A2G","A2G","A3G","A2G","A2G","A2G","A2G","A2G",25,9702,58,6,14,NA,NA,NA,NA,NA,NA,9512,NA,NA,NA,NA,NA,9506,NA,NA,NA,NA,NA,9411,NA,9408,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,20,NA,20,NA,220,9,6,20,9512,50,9311,20,9512,9006,9101,7,24.444444444,153971,"0",0,"L",3,"G","X","X","X",13,"A"
"294",9401,"GPS",0,"NC","28384"," "," ",0,"0"," "," "," "," ","XXXX","R3",51,NA," ","H"," "," "," "," ",NA,3,"M",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,26,25,42,3,4,0,NA,NA," ",NA,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",NA," ",1368,396,538,0,0,99,46,54,80,13,7,0,1,0,0,0,0,0,0,0,0,1,0,0,31,43,48,35,45,50,29,44,39,18,15,21,15,16,14,11,8,20,17,30,19,14,27,11,23,23,33,43,20,9,3,53,16,11,21,179,253,69,69,4,14,10,7,0,0,0,301,317,2,1,57,43,93,7,10,42,74,48,24,86,14,18,2,16,11,23,3,17,46,17,5,6,1,0,0,0,4,15,0,2,25,45,49,14,5,13,1,16,23,6,7,6,0,0,1,22,0,355,570,151,166,189,220,7730,50,24,13,8,5,0,0,0,0,43,23,14,12,8,0,0,0,1,36,19,8,29,41,59,5,70,20,0,0,0,0,0,7,2,1,30,17,20,0,57,60,71,50,62,44,56,33,50,88,28,4,4,4,14,9,0,1,9,3,20,20,5,6,3,0,11,36,4,1,2,22,3,3,1,1,4,3,5,1,3,4,0,7,83,2,0,118,29,22,29,10,3,6,0,2,21,3,17,3,1,2,0,12,26,1,25,22,42,15,1,6,1,2,0,0,9,1,0,0,0,0,3,0,0,0,88,98,1,0,1,85,41,12,7,32,5,10,14,23,42,58,0,0,38,9,30,16,0,6,86,14,75,95,76,5,2,10,5,9706,9606,9604,NA,9603,9602,9601,9511,9510,9510,9509,NA,9506,NA,9503,9502,9501,9411,9411,9410,9409,NA,9406,"L1F","A1F","A1F"," ","A2F","A1E","A1E","A1E","A1E","A1E","A1E"," ","A1E"," ","N1D","N1D","N1D","N1D","F1D","F1D","F1D"," ","F1D",11,9702,30,4,11,NA,NA,NA,NA,NA,NA,NA,NA,9512,NA,NA,NA,NA,NA,NA,9502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,31,3,1,5,9402,16,9512,16,9512,9402,9502,12,10.333333333,20394,"0",0,"L",1,"F","X","X","X",62,"C"
"1122",9501,"ARG",1,"TX","75211"," "," ",7001,"0"," "," "," "," ","XXXX","C3",31,28,"E","U"," "," "," "," ",NA,3,"M",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,17,35,25,10,4,8,NA,NA," ",NA,NA," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," "," "," "," ",2," ",1265,324,522,99,0,0,47,53,49,27,0,16,32,0,0,0,0,1,0,0,29,0,0,2,24,30,34,27,36,41,32,59,30,11,25,38,16,7,5,6,5,28,24,30,10,8,15,11,14,30,29,41,21,7,2,48,19,7,26,169,242,5,5,0,95,95,91,0,0,0,498,486,4,3,3,97,95,5,0,44,62,39,26,80,20,18,2,16,17,26,8,12,30,8,10,16,1,0,0,0,0,50,0,11,5,35,38,13,6,21,74,0,2,5,91,0,1,18,79,87,1920,109,623,178,169,201,199,8083,40,32,15,12,1,0,0,0,0,39,37,7,16,0,0,0,0,0,10,6,9,18,70,30,10,74,17,2,2,0,0,1,5,0,0,5,21,24,1,70,73,84,64,77,62,76,32,95,0,2,6,7,2,15,28,1,2,4,4,7,19,3,2,3,0,1,31,6,3,9,15,6,7,1,1,2,9,2,3,10,4,8,2,77,0,0,120,17,15,37,18,4,4,4,2,31,0,23,9,0,0,0,7,17,0,35,25,25,19,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,20,61,67,24,9,0,89,36,1,3,13,0,0,0,0,0,99,0,4,6,0,94,0,0,0,99,0,97,99,91,0,2,3,7,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,NA,9503,NA,NA,9409,NA,NA,NA,NA,NA,"L1G","A1G","A1G","A1G","A1G","N2G","N2G","N2G","N2G","N2G","N2G","N1E","F1E"," ","F1E"," "," ","P1E"," "," "," "," "," ",10,9702,25,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9506,NA,NA,NA,NA,9410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,35,2,1,10,9410,25,9506,25,9506,9410,9506,8,17.5,116945,"0",1,"L",1,"G","X","X","X",48,"A"
"472",9201,"HOS",1002,"TX","78064"," "," ",6707,"0"," "," "," "," ","XXXX","R2",49,30,"E","U"," "," "," "," ",NA,3,"M",4,5,0,0,2,0,0,0,0,0,1,1,0,0,0,0,3,0,27,39,36,3,10,4,NA,NA," ",0,NA," "," "," "," "," ","Y","Y","Y"," "," ","Y"," ","Y"," "," "," "," "," ",2,"X",1241,297,424,0,99,0,47,53,82,0,1,1,57,0,0,0,0,1,0,0,54,0,0,3,26,38,43,31,43,48,37,38,42,20,16,26,19,11,10,10,9,15,17,33,20,15,28,15,26,28,24,48,34,19,10,52,14,11,24,193,289,73,72,7,12,4,2,0,0,0,332,345,2,2,61,39,88,12,5,46,70,50,30,86,14,16,3,12,12,23,2,25,44,14,0,0,0,0,0,0,3,19,0,7,25,45,46,15,6,12,0,12,22,9,3,5,0,1,13,38,0,271,641,115,138,149,159,5643,66,19,3,9,2,0,0,0,0,59,25,3,13,0,0,0,0,0,37,11,26,45,67,33,7,88,12,0,0,0,0,0,0,0,0,17,12,18,2,26,54,72,41,57,39,28,22,24,99,15,8,5,3,14,14,0,0,31,3,10,2,7,4,3,10,0,5,8,3,0,26,5,8,0,0,17,4,10,1,2,13,1,5,73,5,0,111,36,20,22,17,4,1,0,0,30,1,28,1,0,0,0,12,25,2,20,31,20,29,0,1,1,6,0,0,14,0,0,1,0,0,0,0,0,8,80,59,34,5,2,86,34,4,4,25,0,8,17,50,60,40,0,0,80,0,20,0,0,0,99,0,97,97,87,4,1,4,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,9504,9503,9502,9412,9411,9411,9410,9409,9407,9406,"L4E","A4E","A4E","A4E","A4E","A4E","A4E","A4E","A4E","A4E","A4E","A4E","A3E","A4E","A3E","A2E","A2E","A1E","A1E","A1E","A1E","A2E","A2E",19,9702,50,6,14,NA,NA,NA,NA,NA,NA,9603,NA,NA,9512,9508,9506,NA,9504,NA,NA,NA,NA,9410,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,10,10,10,NA,12,NA,NA,NA,NA,11,NA,NA,NA,118,12,4,5,9211,12,9504,10,9603,9211,9304,5,9.8333333333,124843,"0",1,"L",4,"E","X","X","X",62,"D"
